Pressure	O/F	temp	isp	mw	cstar	gamma
1	10.69336	2593.54	0.0	28.655	1329.2	1.2189
1	8.9411	2719.06	0.0	27.691	1386.0	1.2153
1	8.46817	2751.6	0.0	27.366	1402.9	1.2145
1	8.03818	2780.71	0.0	27.041	1419.0	1.2138
1	7.64556	2806.89	0.0	26.719	1434.5	1.2133
1	7.28563	2830.54	0.0	26.4	1449.4	1.2128
1	6.95446	2851.97	0.0	26.083	1463.8	1.2125
1	6.64876	2871.45	0.0	25.771	1477.8	1.2122
1	6.36568	2889.19	0.0	25.462	1491.5	1.212
1	6.10281	2905.37	0.0	25.158	1504.7	1.2118
1	5.85805	2920.12	0.0	24.857	1517.7	1.2117
1	5.21551	2956.89	0.0	23.984	1554.8	1.2117
1	5.02727	2966.91	0.0	23.701	1566.7	1.2117
1	4.8501	2975.9	0.0	23.423	1578.3	1.2118
1	4.68305	2983.91	0.0	23.15	1589.7	1.2119
1	4.52528	2990.95	0.0	22.88	1600.8	1.2121
1	4.37602	2997.04	0.0	22.615	1611.7	1.2123
1	4.10047	3006.39	0.0	22.095	1632.9	1.2128
1	3.97302	3009.62	0.0	21.841	1643.1	1.2131
1	3.85179	3011.86	0.0	21.591	1653.0	1.2134
1	3.42071	3010.06	0.0	20.62	1690.1	1.2151
1	3.32465	3006.59	0.0	20.384	1698.6	1.2156
1	3.23267	3001.76	0.0	20.151	1706.7	1.2162
1	3.14453	2995.43	0.0	19.92	1714.5	1.2168
1	2.90083	2966.25	0.0	19.238	1734.9	1.2191
1	2.82584	2952.64	0.0	19.014	1740.6	1.22
1	2.75368	2936.83	0.0	18.791	1745.7	1.2209
1	2.55266	2874.83	0.0	18.128	1756.6	1.2244
1	2.49036	2848.92	0.0	17.909	1758.6	1.2257
1	2.37208	2788.89	0.0	17.473	1759.9	1.2288
1	2.26156	2717.82	0.0	17.041	1757.4	1.2323
1	2.10872	2591.03	0.0	16.4	1745.8	1.2385
1	2.06091	2543.56	0.0	16.189	1739.8	1.2409
1	0.06416	294.2	0.0	17.199	568.6	1.273
1	0.0585	277.55	0.0	17.348	551.1	1.27
10	97.52948	400.32	598.0	31.679	475.7	1.3746
10	64.90277	644.58	768.1	31.523	611.3	1.3336
10	48.50865	867.51	900.6	31.369	716.0	1.3078
10	38.64617	1075.6	1011.1	31.216	803.1	1.2908
10	32.06032	1272.09	1107.2	31.064	878.7	1.2784
10	27.35081	1458.65	1192.8	30.914	946.0	1.268
10	23.81575	1635.77	1270.2	30.764	1006.9	1.2589
10	21.06453	1803.24	1340.7	30.612	1062.3	1.2508
10	18.86246	1960.3	1405.0	30.455	1112.7	1.2436
10	17.06004	2105.86	1463.5	30.289	1158.6	1.2372
10	15.55753	2238.83	1516.5	30.11	1200.1	1.2317
10	14.28582	2358.58	1564.4	29.915	1237.6	1.2269
10	13.19553	2465.14	1607.5	29.701	1271.3	1.2229
10	12.25041	2559.25	1646.5	29.468	1301.8	1.2195
10	11.42329	2642.07	1681.9	29.219	1329.5	1.2166
10	10.69336	2714.97	1714.2	28.956	1354.8	1.2142
10	10.04445	2779.31	1744.1	28.682	1378.1	1.2122
10	9.46377	2836.31	1771.8	28.399	1399.9	1.2105
10	8.9411	2887.05	1797.8	28.109	1420.2	1.2091
10	8.46817	2932.45	1822.3	27.815	1439.4	1.2078
10	8.03818	2973.24	1845.6	27.518	1457.7	1.2068
10	7.64556	3010.05	1867.8	27.22	1475.1	1.2059
10	7.28563	3043.4	1889.1	26.922	1491.8	1.2051
10	6.95446	3073.69	1909.5	26.624	1507.8	1.2045
10	6.64876	3101.29	1929.3	26.327	1523.4	1.204
10	6.36568	3126.46	1948.4	26.033	1538.4	1.2035
10	6.10281	3149.46	1966.9	25.74	1553.0	1.2032
10	5.85805	3170.47	1984.9	25.45	1567.1	1.2029
10	5.6296	3189.65	2002.4	25.163	1580.9	1.2026
10	5.41588	3207.13	2019.5	24.879	1594.4	1.2025
10	5.21551	3223.02	2036.2	24.598	1607.5	1.2023
10	5.02727	3237.39	2052.4	24.32	1620.3	1.2023
10	4.8501	3250.32	2068.2	24.045	1632.8	1.2022
10	4.68305	3261.84	2083.7	23.773	1645.0	1.2023
10	4.52528	3271.98	2098.8	23.504	1656.9	1.2024
10	4.37602	3280.74	2113.5	23.237	1668.6	1.2025
10	4.23462	3288.13	2127.9	22.974	1679.9	1.2026
10	4.10047	3294.12	2141.8	22.713	1690.9	1.2028
10	3.97302	3298.66	2155.4	22.455	1701.7	1.2031
10	3.85179	3301.7	2168.5	22.199	1712.1	1.2034
10	3.73632	3303.17	2181.2	21.945	1722.2	1.2038
10	3.62623	3302.95	2193.4	21.693	1731.9	1.2042
10	3.52113	3300.95	2205.1	21.442	1741.2	1.2047
10	3.42071	3297.01	2216.3	21.193	1750.1	1.2052
10	3.32465	3290.98	2226.8	20.945	1758.5	1.2058
10	3.23267	3282.68	2236.6	20.697	1766.4	1.2065
10	3.14453	3271.91	2245.8	20.45	1773.7	1.2072
10	3.05998	3258.46	2254.0	20.203	1780.3	1.2081
10	2.97881	3242.12	2261.4	19.956	1786.3	1.209
10	2.90083	3222.7	2267.8	19.708	1791.5	1.2101
10	2.82584	3200.0	2273.1	19.461	1795.9	1.2113
10	2.75368	3173.9	2277.2	19.213	1799.4	1.2125
10	2.6842	3144.3	2280.1	18.964	1801.9	1.2139
10	2.61723	3111.17	2281.7	18.716	1803.4	1.2155
10	2.55266	3074.55	2281.9	18.467	1803.8	1.2171
10	2.49036	3034.51	2280.8	18.219	1803.2	1.2189
10	2.4302	2991.22	2278.3	17.972	1801.5	1.2208
10	2.37208	2944.82	2274.3	17.726	1798.7	1.2229
10	2.3159	2895.53	2269.0	17.482	1794.8	1.2251
10	2.26156	2843.55	2262.3	17.239	1789.9	1.2274
10	2.20897	2789.1	2254.2	16.998	1783.8	1.2299
10	2.15805	2732.4	2244.8	16.76	1776.7	1.2324
10	2.10872	2673.68	2234.0	16.524	1768.6	1.2351
10	2.06091	2613.19	2221.9	16.292	1759.4	1.238
10	2.01454	2551.15	2208.5	16.062	1749.2	1.2409
10	1.96956	2487.84	2193.8	15.837	1738.0	1.244
10	1.92591	2423.49	2178.0	15.615	1725.9	1.2472
10	1.88351	2358.36	2161.0	15.397	1712.9	1.2505
10	1.84233	2292.68	2142.9	15.183	1698.9	1.2539
10	1.80231	2226.67	2123.7	14.974	1684.2	1.2575
10	1.7634	2160.54	2103.6	14.77	1668.6	1.2611
10	1.72556	2094.44	2082.5	14.57	1652.3	1.2649
10	1.68874	2028.53	2060.5	14.375	1635.3	1.2687
10	1.65289	1962.91	2037.6	14.184	1617.5	1.2727
10	1.618	1897.69	2013.8	13.999	1599.0	1.2768
10	1.58401	1832.91	1989.2	13.817	1579.9	1.2809
10	1.55089	1768.64	1963.8	13.641	1560.0	1.2852
10	1.5186	1704.92	1937.5	13.468	1539.5	1.2896
10	1.48713	1641.8	1910.5	13.301	1518.3	1.2941
10	1.45643	1579.36	1882.6	13.137	1496.4	1.2987
10	1.42648	1517.79	1854.0	12.98	1473.9	1.3033
10	1.39726	1457.62	1824.9	12.829	1451.0	1.3079
10	1.36872	1400.09	1796.0	12.69	1428.2	1.3122
10	1.34086	1347.85	1768.6	12.572	1406.5	1.3157
10	1.31365	1304.29	1744.6	12.487	1387.5	1.3177
10	1.28706	1270.67	1725.1	12.44	1372.0	1.318
10	1.26108	1245.27	1709.6	12.422	1359.6	1.3168
10	1.23568	1225.6	1696.8	12.426	1349.4	1.3147
10	1.21084	1209.76	1685.9	12.443	1340.7	1.312
10	1.18655	1196.54	1676.4	12.47	1333.0	1.309
10	1.16279	1185.16	1667.7	12.503	1326.0	1.3057
10	1.13954	1175.12	1659.7	12.541	1319.6	1.3023
10	1.11678	1166.1	1652.3	12.583	1313.5	1.2988
10	1.09451	1157.86	1645.2	12.629	1307.8	1.2953
10	1.07269	1150.68	1639.0	12.673	1302.7	1.2917
10	1.05133	1145.29	1634.8	12.707	1299.2	1.2882
10	1.0304	1139.99	1630.5	12.741	1295.6	1.2848
10	1.0099	1134.77	1626.3	12.776	1292.1	1.2815
10	0.9898	1129.61	1622.1	12.812	1288.5	1.2782
10	0.97011	1124.52	1617.8	12.849	1285.0	1.275
10	0.95079	1119.48	1613.5	12.886	1281.4	1.2719
10	0.93186	1114.49	1609.2	12.924	1277.8	1.2688
10	0.91329	1109.54	1604.8	12.962	1274.1	1.2657
10	0.89507	1104.62	1600.5	13.001	1270.5	1.2628
10	0.87719	1099.74	1596.0	13.041	1266.8	1.2599
10	0.85965	1094.88	1591.6	13.082	1263.0	1.257
10	0.84244	1090.04	1587.1	13.123	1259.3	1.2542
10	0.82554	1085.22	1582.5	13.165	1255.5	1.2515
10	0.80894	1080.4	1577.9	13.207	1251.6	1.2488
10	0.79265	1075.6	1573.2	13.251	1247.7	1.2462
10	0.77665	1070.79	1568.5	13.295	1243.8	1.2436
10	0.76093	1065.98	1563.7	13.339	1239.9	1.2411
10	0.74548	1061.16	1558.9	13.385	1235.8	1.2386
10	0.73031	1056.33	1554.0	13.431	1231.8	1.2362
10	0.71539	1051.49	1549.0	13.478	1227.6	1.2338
10	0.70074	1046.63	1543.9	13.526	1223.5	1.2315
10	0.68632	1041.75	1538.8	13.574	1219.3	1.2292
10	0.67216	1036.84	1533.6	13.624	1215.0	1.227
10	0.65822	1031.9	1528.3	13.674	1210.6	1.2248
10	0.64452	1026.93	1523.0	13.725	1206.2	1.2226
10	0.63104	1021.92	1517.5	13.777	1201.8	1.2205
10	0.61779	1016.88	1512.0	13.83	1197.2	1.2185
10	0.60474	1011.79	1506.4	13.883	1192.6	1.2164
10	0.59191	1006.65	1500.7	13.938	1188.0	1.2145
10	0.57927	1001.46	1494.9	13.993	1183.2	1.2125
10	0.56684	996.21	1489.0	14.05	1178.4	1.2107
10	0.5546	990.91	1483.0	14.107	1173.5	1.2088
10	0.54255	985.55	1476.9	14.165	1168.6	1.207
10	0.53069	980.12	1470.7	14.224	1163.5	1.2053
10	0.51901	974.63	1464.4	14.284	1158.4	1.2036
10	0.5075	969.06	1458.0	14.345	1153.2	1.2019
10	0.49617	963.42	1451.5	14.407	1148.0	1.2003
10	0.485	957.69	1444.9	14.47	1142.6	1.1987
10	0.474	951.89	1438.2	14.534	1137.1	1.1972
10	0.46317	945.99	1431.3	14.599	1131.6	1.1957
10	0.45249	940.01	1424.3	14.664	1126.0	1.1942
10	0.44197	933.93	1417.2	14.731	1120.3	1.1928
10	0.43159	927.75	1410.0	14.799	1114.5	1.1914
10	0.42137	921.47	1402.7	14.867	1108.6	1.1901
10	0.41129	915.08	1395.2	14.936	1102.6	1.1889
10	0.40135	908.58	1387.6	15.006	1096.5	1.1876
10	0.39155	901.96	1379.9	15.077	1090.3	1.1865
10	0.38189	895.22	1372.0	15.149	1084.0	1.1853
10	0.37236	888.35	1364.0	15.221	1077.6	1.1843
10	0.36296	881.35	1355.9	15.294	1071.1	1.1833
10	0.35369	874.22	1347.6	15.367	1064.6	1.1823
10	0.34455	866.93	1339.2	15.441	1057.9	1.1814
10	0.33553	859.5	1330.7	15.515	1051.1	1.1805
10	0.32662	851.9	1321.9	15.59	1044.1	1.1798
10	0.31784	844.14	1313.1	15.664	1037.1	1.179
10	0.30917	836.21	1304.1	15.739	1030.0	1.1784
10	0.30061	828.08	1294.9	15.813	1022.7	1.1778
10	0.29217	819.76	1285.5	15.888	1015.3	1.1773
10	0.28383	811.24	1276.0	15.962	1007.8	1.1769
10	0.27561	802.49	1660.7693139803557	16.035	1000.1	1.1765
10	0.26748	793.5	1647.9583253956357	16.107	992.3	1.1763
10	0.25946	784.27	1634.9087640690666	16.179	984.4	1.1762
10	0.25154	774.76	1621.525921458681	16.249	976.3	1.1761
10	0.24372	764.96	1607.6713567846978	16.318	968.0	1.1762
10	0.236	754.86	1593.4173256303823	16.385	959.5	1.1764
10	0.22837	744.41	1578.931928437919	16.45	950.9	1.1767
10	0.22083	733.6	1563.8181686562014	16.512	942.0	1.1772
10	0.21339	722.4	1548.1471470402764	16.572	932.8	1.1778
10	0.20604	710.77	1532.1226134138587	16.629	923.5	1.1787
10	0.19877	698.66	1515.3840088566137	16.682	913.8	1.1797
10	0.19159	686.05	1498.0371110302397	16.731	903.8	1.1809
10	0.1845	672.87	1479.8603602626574	16.776	893.4	1.1824
10	0.17749	659.08	1460.8644355841147	16.816	882.6	1.1842
10	0.17057	644.62	1441.0609067083142	16.851	871.4	1.1863
10	0.16372	629.43	1420.1317451384962	16.879	859.6	1.1887
10	0.15696	613.43	1397.976617689421	16.902	847.2	1.1916
10	0.15027	596.56	1053.2	16.917	834.2	1.1949
10	0.14366	578.74	1035.4	16.926	820.4	1.1988
10	0.13713	559.91	1016.4	16.927	805.8	1.2033
10	0.13067	539.99	996.2	16.92	790.1	1.2085
10	0.12428	518.94	974.7	16.907	773.4	1.2144
10	0.11796	496.72	951.7	16.886	755.5	1.2213
10	0.11172	473.3	927.0	16.86	736.3	1.2292
10	0.10554	448.69	900.6	16.828	715.7	1.2381
10	0.09944	422.89	872.4	16.791	693.5	1.2482
10	0.0934	395.94	842.3	16.752	669.7	1.2595
10	0.08742	368.14	1032.853324487701	16.715	644.3	1.2715
10	0.08151	359.53	1018.6993031382904	16.993	633.5	1.2619
10	0.07567	348.58	1000.3377079395843	17.236	620.7	1.2552
10	0.06988	334.0	976.1492701437994	17.419	605.1	1.2523
10	0.06416	313.63	942.5405159021533	17.506	584.7	1.2545
10	0.0585	285.45	896.3250861070363	17.469	557.6	1.263
10	0.0529	258.67	840.170717358291	17.348	527.7	1.2937
10	0.04736	219.23	771.1928178076864	17.211	486.3	1.3073
20	97.52948	400.32	653.5	31.679	475.7	1.3746
20	64.90277	644.58	840.8	31.523	611.3	1.3336
20	48.50865	867.51	987.8	31.369	716.0	1.3078
20	38.64617	1075.6	1110.9	31.216	803.1	1.2908
20	32.06032	1272.1	1218.0	31.064	878.7	1.2784
20	27.35081	1458.69	1313.6	30.914	946.1	1.268
20	23.81575	1635.95	1400.2	30.764	1006.9	1.2589
20	21.06453	1803.81	1479.3	30.613	1062.4	1.2508
20	18.86246	1961.77	1551.6	30.458	1113.1	1.2435
20	17.06004	2109.0	1617.8	30.296	1159.4	1.2371
20	15.55753	2244.66	1678.2	30.124	1201.5	1.2314
20	14.28582	2368.15	1733.2	29.937	1239.8	1.2265
20	13.19553	2479.37	1783.1	29.735	1274.5	1.2223
20	12.25041	2578.77	1828.4	29.516	1306.0	1.2187
20	11.42329	2667.19	1869.7	29.281	1334.8	1.2157
20	10.69336	2745.73	1907.6	29.033	1361.1	1.2131
20	10.04445	2815.56	1942.6	28.773	1385.5	1.2109
20	9.46377	2877.81	1975.2	28.503	1408.1	1.209
20	8.9411	2933.48	2005.6	28.226	1429.4	1.2074
20	8.46817	2983.46	2034.2	27.944	1449.4	1.206
20	8.03818	3028.5	2061.4	27.657	1468.3	1.2048
20	7.64556	3069.23	2087.2	27.369	1486.4	1.2038
20	7.28563	3106.2	2111.9	27.079	1503.7	1.203
20	6.95446	3139.83	2135.6	26.789	1520.4	1.2022
20	6.64876	3170.5	2158.5	26.499	1536.4	1.2016
20	6.36568	3198.51	2180.5	26.21	1551.9	1.2011
20	6.10281	3224.12	2201.8	25.923	1566.9	1.2006
20	5.85805	3247.53	2222.5	25.638	1581.5	1.2002
20	5.6296	3268.92	2242.6	25.354	1595.7	1.1999
20	5.41588	3288.43	2262.2	25.073	1609.5	1.1997
20	5.21551	3306.17	2281.2	24.795	1623.0	1.1995
20	5.02727	3322.24	2299.7	24.519	1636.1	1.1994
20	4.8501	3336.68	2317.8	24.246	1648.9	1.1994
20	4.68305	3349.56	2335.3	23.975	1661.4	1.1994
20	4.52528	3360.89	2352.5	23.707	1673.6	1.1994
20	4.37602	3370.68	2369.1	23.441	1685.5	1.1995
20	4.23462	3378.91	2385.3	23.177	1697.0	1.1996
20	4.10047	3385.55	2401.0	22.916	1708.2	1.1998
20	3.97302	3390.55	2416.2	22.656	1719.1	1.2001
20	3.85179	3393.83	2430.9	22.398	1729.7	1.2004
20	3.73632	3395.29	2445.0	22.142	1739.9	1.2007
20	3.62623	3394.81	2458.5	21.887	1749.6	1.2012
20	3.52113	3392.24	2471.4	21.632	1758.9	1.2017
20	3.42071	3387.4	2483.5	21.379	1767.8	1.2022
20	3.32465	3380.1	2494.8	21.125	1776.1	1.2029
20	3.23267	3370.12	2505.3	20.872	1783.8	1.2036
20	3.14453	3357.23	2514.8	20.618	1790.9	1.2044
20	3.05998	3341.19	2523.2	20.363	1797.2	1.2053
20	2.97881	3321.78	2530.4	20.108	1802.8	1.2064
20	2.90083	3298.8	2536.4	19.851	1807.4	1.2075
20	2.82584	3272.09	2540.9	19.594	1811.2	1.2088
20	2.75368	3241.56	2544.0	19.336	1813.9	1.2102
20	2.6842	3207.2	2545.6	19.077	1815.6	1.2118
20	2.61723	3169.06	2545.6	18.818	1816.2	1.2135
20	2.55266	3127.28	2543.9	18.559	1815.8	1.2153
20	2.49036	3082.05	2540.7	18.3	1814.2	1.2172
20	2.4302	3033.59	2535.8	18.043	1811.5	1.2193
20	2.37208	2982.17	2529.4	17.788	1807.7	1.2215
20	2.3159	2928.04	2521.3	17.534	1802.8	1.2239
20	2.26156	2871.48	2511.8	17.283	1796.9	1.2263
20	2.20897	2812.76	2500.8	17.035	1789.9	1.2289
20	2.15805	2752.14	2488.2	16.79	1782.0	1.2316
20	2.10872	2689.88	2474.3	16.549	1773.0	1.2345
20	2.06091	2626.25	2459.0	16.311	1763.0	1.2374
20	2.01454	2561.5	2442.4	16.077	1752.2	1.2405
20	1.96956	2495.87	2424.5	15.848	1740.4	1.2436
20	1.92591	2429.6	2405.4	15.623	1727.7	1.2469
20	1.88351	2362.91	2385.2	15.403	1714.3	1.2503
20	1.84233	2296.0	2363.8	15.188	1700.0	1.2538
20	1.80231	2229.04	2341.4	14.977	1685.0	1.2574
20	1.7634	2162.19	2318.0	14.772	1669.2	1.261
20	1.72556	2095.57	2293.6	14.571	1652.7	1.2648
20	1.68874	2029.29	2268.3	14.376	1635.5	1.2687
20	1.65289	1963.42	2242.1	14.185	1617.7	1.2727
20	1.618	1898.02	2215.0	13.999	1599.1	1.2767
20	1.58401	1833.16	2187.0	13.818	1579.9	1.2809
20	1.55089	1768.88	2158.2	13.641	1560.1	1.2852
20	1.5186	1705.25	2128.5	13.47	1539.6	1.2896
20	1.48713	1642.4	2098.1	13.303	1518.5	1.294
20	1.45643	1580.61	2067.0	13.143	1496.8	1.2985
20	1.42648	1520.57	2035.7	12.991	1474.8	1.3028
20	1.39726	1463.79	2004.9	12.854	1453.2	1.3068
20	1.36872	1412.89	1976.2	12.74	1432.8	1.3098
20	1.34086	1370.55	1951.4	12.66	1415.0	1.3114
20	1.31365	1337.32	1931.0	12.615	1400.2	1.3114
20	1.28706	1311.54	1914.4	12.598	1388.1	1.3102
20	1.26108	1291.1	1900.6	12.6	1377.8	1.3081
20	1.23568	1274.35	1888.9	12.616	1369.0	1.3054
20	1.21084	1260.19	1878.5	12.642	1361.1	1.3024
20	1.18655	1247.89	1869.1	12.674	1353.9	1.2991
20	1.16279	1236.98	1860.5	12.712	1347.2	1.2957
20	1.13954	1227.13	1852.4	12.754	1340.8	1.2923
20	1.11678	1218.11	1844.7	12.799	1334.8	1.2888
20	1.09451	1209.75	1837.4	12.846	1329.1	1.2853
20	1.07269	1201.92	1830.4	12.896	1323.5	1.2818
20	1.05133	1194.54	1823.5	12.947	1318.0	1.2783
20	1.0304	1188.55	1818.5	12.99	1313.8	1.2749
20	1.0099	1183.08	1814.1	13.028	1310.1	1.2716
20	0.9898	1177.68	1809.7	13.067	1306.3	1.2684
20	0.97011	1172.34	1805.2	13.107	1302.5	1.2653
20	0.95079	1167.04	1800.7	13.148	1298.7	1.2622
20	0.93186	1161.8	1796.2	13.189	1294.9	1.2592
20	0.91329	1156.59	1791.6	13.23	1291.1	1.2562
20	0.89507	1151.41	1787.0	13.273	1287.2	1.2533
20	0.87719	1146.27	1782.3	13.316	1283.3	1.2505
20	0.85965	1141.14	1777.6	13.359	1279.4	1.2477
20	0.84244	1136.03	1772.8	13.403	1275.4	1.2449
20	0.82554	1130.94	1768.0	13.448	1271.4	1.2423
20	0.80894	1125.85	1763.1	13.494	1267.4	1.2396
20	0.79265	1120.76	1758.1	13.54	1263.3	1.2371
20	0.77665	1115.68	1753.0	13.587	1259.2	1.2346
20	0.76093	1110.58	1747.9	13.634	1255.0	1.2321
20	0.74548	1105.48	1742.7	13.683	1250.8	1.2297
20	0.73031	1100.36	1737.5	13.732	1246.6	1.2273
20	0.71539	1095.23	1732.1	13.781	1242.3	1.225
20	0.70074	1090.07	1726.7	13.831	1237.9	1.2227
20	0.68632	1084.89	1721.2	13.882	1233.5	1.2205
20	0.67216	1079.67	1715.6	13.934	1229.1	1.2183
20	0.65822	1074.43	1709.9	13.986	1224.6	1.2162
20	0.64452	1069.14	1704.1	14.039	1220.0	1.2141
20	0.63104	1063.81	1698.2	14.093	1215.4	1.2121
20	0.61779	1058.44	1692.2	14.148	1210.7	1.2101
20	0.60474	1053.02	1686.1	14.203	1205.9	1.2081
20	0.59191	1047.54	1680.0	14.259	1201.1	1.2062
20	0.57927	1042.01	1673.7	14.316	1196.2	1.2044
20	0.56684	1036.41	1667.2	14.374	1191.3	1.2026
20	0.5546	1030.75	1660.7	14.432	1186.2	1.2008
20	0.54255	1025.02	1654.1	14.491	1181.2	1.199
20	0.53069	1019.21	1647.3	14.551	1176.0	1.1974
20	0.51901	1013.33	1640.4	14.611	1170.7	1.1957
20	0.5075	1007.36	1633.4	14.673	1165.4	1.1941
20	0.49617	1001.31	1626.3	14.735	1160.0	1.1925
20	0.485	995.17	1619.0	14.798	1154.5	1.191
20	0.474	988.92	1611.6	14.861	1148.9	1.1896
20	0.46317	982.58	1604.0	14.925	1143.3	1.1882
20	0.45249	976.14	1596.3	14.99	1137.5	1.1868
20	0.44197	969.58	1588.5	15.056	1131.7	1.1855
20	0.43159	962.91	1580.5	15.122	1125.7	1.1842
20	0.42137	956.12	1572.4	15.189	1119.7	1.1829
20	0.41129	949.2	1564.1	15.256	1113.6	1.1818
20	0.40135	942.16	1555.6	15.324	1107.4	1.1806
20	0.39155	934.97	1547.0	15.392	1101.1	1.1795
20	0.38189	927.65	1538.2	15.461	1094.6	1.1785
20	0.37236	920.18	1529.3	15.53	1088.1	1.1775
20	0.36296	912.55	1520.2	15.599	1081.5	1.1766
20	0.35369	904.76	1785.3541129284217	15.668	1074.8	1.1758
20	0.34455	896.81	1774.504776829759	15.738	1067.9	1.175
20	0.33553	888.68	1763.4830775511305	15.807	1060.9	1.1742
20	0.32662	880.36	1752.302984767618	15.877	1053.9	1.1736
20	0.31784	871.85	1740.7852061532458	15.946	1046.7	1.173
20	0.30917	863.15	1728.929463880434	16.015	1039.3	1.1724
20	0.30061	854.22	1716.9184683093545	16.083	1031.9	1.172
20	0.29217	845.08	1704.5707877199343	16.15	1024.3	1.1716
20	0.28383	835.7	1691.9787125777514	16.217	1016.6	1.1713
20	0.27561	826.08	1678.977158223795	16.283	1008.7	1.1711
20	0.26748	816.19	1665.6611898825731	16.347	1000.7	1.1711
20	0.25946	806.02	1652.0123223328208	16.41	992.5	1.1711
20	0.25154	795.55	1638.1253677946656	16.471	984.2	1.1712
20	0.24372	784.77	1623.6693827270192	16.53	975.6	1.1714
20	0.236	773.65	1608.9091156015008	16.587	966.9	1.1718
20	0.22837	762.17	1593.585759645249	16.641	957.9	1.1723
20	0.22083	750.29	1577.7996800206213	16.693	948.7	1.173
20	0.21339	738.0	1561.5561921076376	16.741	939.3	1.1739
20	0.20604	725.26	1544.7615918206961	16.786	929.6	1.1749
20	0.19877	712.03	1527.1874267963303	16.827	919.5	1.1761
20	0.19159	698.27	1509.1079952986436	16.864	909.2	1.1776
20	0.1845	683.94	1490.0359622190765	16.896	898.4	1.1794
20	0.17749	669.0	1470.211468390095	16.923	887.2	1.1814
20	0.17057	653.38	1449.416784354186	16.945	875.5	1.1837
20	0.16372	637.05	1427.6062243088472	16.961	863.3	1.1864
20	0.15696	619.94	1404.5758329151697	16.971	850.5	1.1896
20	0.14366	583.17	1147.9	16.972	822.8	1.1973
20	0.13713	563.41	1125.7	16.963	807.7	1.2021
20	0.13067	542.65	1102.1	16.947	791.7	1.2075
20	0.12428	520.88	1077.0	16.926	774.6	1.2137
20	0.11796	498.06	1050.4	16.899	756.4	1.2208
20	0.11172	474.17	1022.1	16.868	736.9	1.2288
20	0.10554	449.2	992.1	16.832	716.0	1.2379
20	0.09944	423.17	960.2	16.794	693.7	1.2481
20	0.0934	396.08	926.3	16.753	669.8	1.2594
20	0.08742	383.02	1056.780136716402	16.96	655.7	1.2551
20	0.08151	372.3	1038.59649284267	17.21	643.0	1.2486
20	0.07567	358.71	1016.0755954685286	17.411	628.3	1.2451
20	0.06988	340.85	986.9233133434259	17.537	610.4	1.2457
20	0.06416	316.89	947.6910400561959	17.56	587.3	1.2515
20	0.0585	286.2	897.6267119304706	17.481	558.3	1.2624
20	0.0529	258.79	840.3299310625467	17.35	527.8	1.2937
30	97.52948	400.32	741.3929904538548	31.679	475.7	1.3746
30	64.90277	644.58	875.0	31.523	611.3	1.3336
30	48.50865	867.51	1029.0	31.369	716.0	1.3078
30	38.64617	1075.6	1158.3	31.216	803.1	1.2908
30	32.06032	1272.1	1271.0	31.064	878.7	1.2784
30	27.35081	1458.71	1371.6	30.914	946.1	1.268
30	23.81575	1636.03	1462.8	30.764	1007.0	1.2589
30	21.06453	1804.1	1546.1	30.613	1062.5	1.2507
30	18.86246	1962.5	1622.6	30.46	1113.3	1.2435
30	17.06004	2110.57	1692.8	30.3	1159.8	1.237
30	15.55753	2247.59	1757.0	30.13	1202.2	1.2313
30	14.28582	2373.01	1815.7	29.948	1240.9	1.2263
30	13.19553	2486.7	1869.1	29.752	1276.1	1.222
30	12.25041	2588.97	1917.9	29.541	1308.2	1.2183
30	11.42329	2680.52	1962.5	29.314	1337.5	1.2152
30	10.69336	2762.3	2003.5	29.074	1364.5	1.2125
30	10.04445	2835.35	2041.4	28.822	1389.4	1.2101
30	9.46377	2900.72	2076.6	28.561	1412.7	1.2082
30	8.9411	2959.37	2109.6	28.292	1434.4	1.2065
30	8.46817	3012.16	2140.5	28.016	1454.9	1.205
30	8.03818	3059.82	2169.9	27.737	1474.3	1.2037
30	7.64556	3103.01	2197.8	27.454	1492.8	1.2026
30	7.28563	3142.24	2224.4	27.17	1510.5	1.2017
30	6.95446	3177.98	2249.9	26.885	1527.4	1.2009
30	6.64876	3210.6	2274.5	26.599	1543.8	1.2002
30	6.36568	3240.41	2298.2	26.314	1559.6	1.1996
30	6.10281	3267.68	2321.1	26.031	1574.9	1.1991
30	5.85805	3292.64	2343.3	25.748	1589.8	1.1987
30	5.6296	3315.44	2364.8	25.468	1604.2	1.1984
30	5.41588	3336.26	2385.7	25.189	1618.3	1.1981
30	5.21551	3355.19	2406.0	24.913	1631.9	1.1979
30	5.02727	3372.34	2425.8	24.638	1645.3	1.1978
30	4.8501	3387.76	2445.0	24.366	1658.2	1.1977
30	4.68305	3401.51	2463.8	24.096	1670.9	1.1976
30	4.52528	3413.6	2481.9	23.829	1683.2	1.1977
30	4.37602	3424.04	2499.6	23.563	1695.3	1.1977
30	4.23462	3432.81	2516.8	23.299	1706.9	1.1979
30	4.10047	3439.87	2533.4	23.037	1718.3	1.1981
30	3.97302	3445.15	2549.4	22.777	1729.3	1.1983
30	3.85179	3448.56	2564.9	22.518	1739.9	1.1986
30	3.73632	3449.99	2579.7	22.26	1750.1	1.199
30	3.62623	3449.3	2593.8	22.003	1759.9	1.1994
