State,Time (s),Latitude,Longitude
Orbital coast,2104.799999999086,-5.490029236795257,138.47853919605592
Orbital coast,2104.899999999086,-5.492068008554315,138.48415975886678
Orbital coast,2104.999999999086,-5.494106719746292,138.4897803630987
Orbital coast,2105.099999999086,-5.4961453703481356,138.49540100876612
Orbital coast,2105.199999999086,-5.498183960336792,138.50102169588357
Orbital coast,2105.2999999990857,-5.500222489689208,138.5066424244655
Orbital coast,2105.3999999990856,-5.50226095838233,138.51226319452644
Orbital coast,2105.4999999990855,-5.504299366393101,138.51788400608078
Orbital coast,2105.5999999990854,-5.506337713698474,138.5235048591431
Orbital coast,2105.6999999990853,-5.508376000275391,138.5291257537278
Orbital coast,2105.7999999990852,-5.510414226100799,138.5347466898494
Orbital coast,2105.899999999085,-5.512452391151646,138.54036766752236
Orbital coast,2105.999999999085,-5.514490495404879,138.54598868676115
Orbital coast,2106.099999999085,-5.516528538837444,138.55160974758024
Orbital coast,2106.199999999085,-5.518566521426287,138.55723084999408
Orbital coast,2106.299999999085,-5.520604443148358,138.56285199401722
Orbital coast,2106.3999999990847,-5.5226423039806,138.568473179664
Orbital coast,2106.4999999990846,-5.524680103899962,138.574094406949
Orbital coast,2106.5999999990845,-5.526717842883391,138.57971567588663
Orbital coast,2106.6999999990844,-5.5287555209078345,138.58533698649134
Orbital coast,2106.7999999990843,-5.530793137950241,138.59095833877763
Orbital coast,2106.8999999990842,-5.532830693987553,138.59657973275992
Orbital coast,2106.999999999084,-5.534868188996726,138.60220116845267
Orbital coast,2107.099999999084,-5.5369056229547,138.60782264587039
Orbital coast,2107.199999999084,-5.5389429958384255,138.6134441650275
Orbital coast,2107.299999999084,-5.540980307624851,138.6190657259384
Orbital coast,2107.399999999084,-5.5430175582909245,138.62468732861765
Orbital coast,2107.4999999990837,-5.545054747813589,138.63030897307962
Orbital coast,2107.5999999990836,-5.547091876169798,138.6359306593388
Orbital coast,2107.6999999990835,-5.549128943336495,138.6415523874096
Orbital coast,2107.7999999990834,-5.551165949290631,138.6471741573065
Orbital coast,2107.8999999990833,-5.553202894009153,138.65279596904395
Orbital coast,2107.9999999990832,-5.555239777469008,138.65841782263635
Orbital coast,2108.099999999083,-5.557276599647144,138.6640397180982
Orbital coast,2108.199999999083,-5.559313360520511,138.66966165544386
Orbital coast,2108.299999999083,-5.561350060066055,138.67528363468784
Orbital coast,2108.399999999083,-5.563386698260725,138.68090565584458
Orbital coast,2108.499999999083,-5.565423275081472,138.68652771892846
Orbital coast,2108.5999999990827,-5.567459790505241,138.69214982395397
Orbital coast,2108.6999999990826,-5.569496244508982,138.6977719709355
Orbital coast,2108.7999999990825,-5.571532637069643,138.70339415988752
Orbital coast,2108.8999999990824,-5.573568968164171,138.70901639082444
Orbital coast,2108.9999999990823,-5.575605237769518,138.7146386637607
Orbital coast,2109.0999999990822,-5.577641445862629,138.72026097871066
Orbital coast,2109.199999999082,-5.579677592420458,138.72588333568885
Orbital coast,2109.299999999082,-5.581713677419947,138.73150573470963
Orbital coast,2109.399999999082,-5.583749700838051,138.73712817578746
Orbital coast,2109.499999999082,-5.585785662651715,138.74275065893673
Orbital coast,2109.599999999082,-5.587821562837891,138.74837318417187
Orbital coast,2109.6999999990817,-5.589857401373526,138.7539957515073
Orbital coast,2109.7999999990816,-5.591893178235568,138.7596183609574
Orbital coast,2109.8999999990815,-5.593928893400968,138.76524101253668
Orbital coast,2109.9999999990814,-5.595964546846679,138.7708637062595
Orbital coast,2110.0999999990813,-5.598000138549644,138.77648644214025
Orbital coast,2110.1999999990812,-5.600035668486814,138.78210922019332
